secs	accel
3700.300000	-0.155273
3704.200000	0.009521
3704.700000	-0.004395
3706.700000	0.030762
3715.800000	-0.062012
3716.600000	-0.043213
3717.400000	-0.012451
3718.000000	-0.005127
3718.400000	0.014648
3720.100000	0.014893
3722.300000	-0.049316
3725.200000	0.007080
3727.300000	0.042236
3752.800000	0.263428
3762.500000	-0.004150
3771.200000	0.067383
3779.800000	-0.295654
3794.000000	0.202393
3807.400000	-0.065674
3814.400000	0.134277
3819.900000	-0.006592
3820.300000	0.026855
3822.600000	-0.086426
3825.700000	-0.010498
3834.900000	0.157715
3840.500000	-0.037842
3846.600000	0.127686
3853.200000	-0.154541
3861.900000	-0.008789
3866.200000	-0.098389
3876.300000	-0.005127
3892.500000	0.204346
3900.200000	-0.054199
3912.600000	0.158203
3919.400000	-0.079102
3927.000000	0.195068
3937.500000	-0.212646
3949.300000	0.155518
3957.300000	-0.059326
3961.900000	0.035889
3963.800000	-0.005859
3964.400000	-0.007812
3971.000000	0.132080
3975.300000	0.023438
3977.500000	-0.065430
3988.200000	0.172607
4015.600000	-0.165527
4033.900000	0.003418
4034.900000	0.034424
4037.800000	-0.036133
4038.800000	-0.041504
4061.600000	0.155518
4073.300000	-0.044922
4083.400000	0.196045
4092.900000	-0.218994
4103.600000	0.154297
4113.800000	-0.131104
4124.700000	0.099121
4128.600000	-0.014160
4130.900000	-0.062500
4133.200000	-0.006348
4140.000000	0.212891
4159.300000	0.124756
4165.300000	-0.154053
4174.900000	0.038330
4184.000000	-0.117676
4202.100000	0.190674
4210.000000	-0.064941
4220.700000	0.131348
4226.300000	0.005859
4227.300000	-0.015137
4228.100000	-0.006592
4235.800000	0.216064
4244.800000	-0.238037
4251.600000	0.004639
4252.000000	-0.012207
4252.400000	-0.006592
4253.000000	0.015869
4253.900000	-0.005615
4255.500000	0.027588
4259.200000	-0.074463
4262.700000	-0.007324
4263.400000	0.006348
4264.000000	0.007080
4264.400000	0.008057
4267.500000	-0.038330
4278.200000	0.168701
4284.400000	0.019775
4284.800000	-0.022217
4286.000000	-0.030029
4293.600000	0.187744
4301.600000	-0.080811
4308.600000	0.164551
4319.300000	-0.187744
4326.300000	0.028564
4328.000000	0.010742
4331.700000	-0.106934
4335.000000	0.020996
4335.400000	-0.007812
4351.200000	0.205078
4358.700000	-0.087402
4361.500000	-0.000488
4371.400000	0.105713
4377.300000	-0.042480
4385.100000	0.217041
4394.400000	-0.247803
4403.700000	0.100098
4415.400000	-0.064941
4427.300000	0.215576
4432.900000	0.008545
4434.500000	-0.045654
4443.800000	0.160645
4449.600000	0.002197
4452.200000	-0.089111
4459.400000	0.200439
4468.100000	-0.167969
4476.200000	0.018066
4476.600000	-0.003906
4477.000000	0.012939
4482.300000	-0.188965
4500.200000	0.201904
4508.100000	-0.012695
4508.500000	0.019043
4510.200000	-0.037598
4512.000000	0.009766
4518.600000	0.145264
4525.400000	-0.040039
4533.800000	0.230469
4542.500000	-0.280029
4548.400000	-0.005127
4553.200000	0.082031
4559.600000	-0.070801
4566.200000	0.017334
4567.500000	-0.003174
4568.100000	-0.014404
4568.500000	-0.003418
4593.600000	0.154053
4602.400000	0.013672
4603.300000	-0.016846
4604.700000	-0.011230
4611.700000	0.157227
4619.300000	-0.148193
4655.500000	0.210938
4683.800000	-0.123047
4692.200000	0.166016
4700.000000	-0.210205
4705.100000	0.010010
4708.400000	0.087402
4720.600000	-0.104736
4731.800000	0.164795
4739.300000	-0.052490
4748.900000	0.198975
4757.100000	-0.110840
4765.800000	0.141113
4774.300000	-0.142822
4780.800000	0.018311
4786.300000	-0.141113
4804.100000	0.209717
4812.000000	-0.024658
4812.400000	0.012451
4812.900000	-0.019043
4824.900000	0.170410
4830.000000	-0.030029
4832.000000	-0.010010
4838.900000	0.195068
4848.200000	-0.279053
4855.300000	0.014404
4859.800000	0.082520
4867.600000	-0.028320
4882.000000	0.124023
4890.200000	-0.011230
4891.300000	-0.018311
4900.700000	0.193604
4907.900000	-0.124268
4915.700000	0.178955
4925.700000	-0.123535
4948.500000	0.080078
4953.600000	-0.002686
4954.100000	0.004639
4954.500000	-0.002930
4994.200000	0.157471
5002.200000	-0.284912
5016.800000	0.068604
5037.600000	0.196777
5045.800000	-0.086670
5053.600000	0.153320
5064.400000	-0.079102
5072.000000	0.169678
5089.700000	-0.142822
5116.100000	0.240234
5124.200000	0.001465
5125.000000	-0.008301
5125.600000	0.002197
5131.800000	0.111084
5138.400000	-0.009766
5139.000000	-0.000732
5148.100000	0.185791
5156.500000	-0.247559
5170.300000	0.155029
5176.500000	0.001709
5178.800000	-0.040527
5191.000000	0.123779
5207.200000	0.166748
5218.100000	-0.049316
5220.100000	-0.008545
5225.000000	0.134521
5237.900000	-0.146729
5255.000000	0.006592
5270.600000	0.146484
5279.800000	-0.011230
5280.200000	0.041260
5280.700000	0.000977
5286.000000	0.167725
5300.000000	-0.074951
5308.000000	0.237549
5316.200000	-0.287109
5328.900000	0.138428
5337.300000	-0.034912
5366.800000	0.189209
5375.900000	-0.116943
5383.900000	0.114990
5392.100000	-0.197998
5401.200000	0.008301
5401.600000	-0.004883
5412.600000	0.104248
5429.600000	0.005371
5430.100000	0.004150
5432.500000	-0.024170
5433.900000	0.017090
5434.500000	-0.001221
5435.000000	0.003418
5436.100000	0.016113
5436.700000	0.017090
5437.400000	-0.009033
5437.900000	-0.022949
5438.500000	-0.015869
5439.200000	-0.005127
5439.900000	-0.001953
5443.200000	0.054688
5446.700000	-0.004395
5454.900000	0.221436
5476.000000	-0.336426
5486.200000	-0.007812
5500.200000	0.142090
5523.900000	-0.097412
5536.500000	0.212891
5548.800000	0.091309
5568.700000	-0.211914
5593.300000	0.212158
5599.800000	-0.042969
5602.700000	0.092041
5615.100000	-0.098633
5627.300000	0.227783
5634.600000	-0.186035
5645.100000	0.108398
5654.000000	0.012939
5657.800000	-0.100342
5666.100000	-0.008789
5668.700000	0.074951
5674.500000	-0.010742
5675.600000	-0.010742
5687.600000	0.308594
5694.900000	-0.025635
5700.700000	0.055420
5709.000000	-0.284668
5718.100000	0.149902
5738.500000	-0.085938
5741.900000	0.058594
5744.500000	0.021973
5745.200000	0.017822
5752.500000	0.041992
5756.300000	-0.006836
5757.000000	-0.013916
5784.300000	0.186279
5793.700000	-0.277832
5810.500000	0.092773
5819.400000	-0.093262
5826.200000	0.087891
5837.100000	-0.039062
5844.200000	0.249512
5857.400000	-0.056152
5863.000000	0.061035
5871.400000	-0.121826
5879.400000	0.056152
5890.100000	-0.083252
5892.800000	-0.030029
5898.300000	0.055908
5901.700000	-0.045898
5904.300000	-0.005615
5904.800000	-0.002197
5911.200000	0.116455
5917.700000	-0.060547
5924.500000	0.162354
5937.200000	0.006348
5937.900000	-0.015869
5947.400000	0.198730
5955.900000	-0.257568
5966.600000	0.126709
5977.000000	-0.071289
5980.300000	0.013916
5990.100000	0.104980
6002.500000	0.235840
6015.700000	-0.083496
6019.800000	0.187988
6027.800000	-0.213379
6034.900000	-0.002930
6035.600000	0.013184
6036.200000	0.004395
6040.900000	-0.247803
6058.200000	0.203613
6076.700000	-0.091797
6092.000000	0.247070
6100.400000	-0.237793
6107.300000	0.014893
6117.100000	-0.093262
6120.200000	-0.042969
6120.900000	0.014404
6121.300000	-0.011230
6139.300000	0.241455
6160.700000	-0.288574
6170.700000	0.140381
6185.100000	-0.277344
6192.000000	0.343750
6211.200000	-0.133545
6218.100000	0.191895
6224.500000	-0.608643
6229.000000	0.031982
6231.200000	-0.099121
6232.400000	0.022217
6232.900000	0.083252
6234.500000	-0.025635
6234.900000	-0.024170
6244.200000	0.734375
6256.900000	0.381836
6257.300000	0.226562
6257.800000	-0.229736
6259.300000	-0.489014
6268.900000	-0.979492
6287.400000	1.095947
6291.100000	-0.175049
6295.800000	1.143311
6307.100000	-0.999939
6317.900000	2.050293
6340.800000	-0.999939
6350.600000	1.108154
6353.700000	-0.691895
6359.700000	0.421143
6361.900000	0.032227
6363.400000	0.162354
6365.700000	-0.252686
6380.400000	0.785645
6381.900000	1.185791
6384.800000	0.054199
6397.600000	-0.999939
6402.100000	-0.008057
6407.000000	0.868896
6410.500000	1.469727
6411.000000	1.177979
6412.500000	0.355469
6413.600000	0.313721
6414.300000	-0.165283
6416.500000	0.071289
6425.600000	1.302246
6449.400000	-0.909912
6450.300000	-0.794922
6461.600000	-0.999939
6479.000000	1.101562
6483.700000	-0.999939
6489.600000	0.887939
6494.800000	1.541992
6497.200000	1.043945
6513.900000	-0.600586
6514.300000	-0.999939
6514.700000	-0.999939
6520.300000	-0.999939
6538.200000	1.074463
6549.700000	-0.385986
6552.100000	0.229980
6559.400000	-0.808350
6579.900000	1.163330
6592.800000	-0.999939
6593.400000	-0.999939
6601.600000	-0.999939
6613.500000	1.366943
6629.000000	-0.905518
6629.400000	0.860352
6629.900000	-0.602539
6641.200000	-0.999939
6658.300000	1.089844
6666.400000	-0.101074
6680.700000	-0.999939
6695.300000	1.195557
6708.400000	0.183350
6708.900000	0.213379
6720.900000	-0.999939
6733.700000	1.198975
6751.500000	-0.615479
6752.400000	-0.999939
6761.200000	-0.999939
6776.500000	1.132080
6788.700000	0.599609
6789.100000	0.413330
6802.000000	-0.999939
6816.200000	1.201416
6833.300000	-0.999939
6843.300000	-0.999939
6857.500000	1.134277
6871.800000	0.177246
6872.200000	0.174805
6872.600000	0.046875
6885.500000	-0.999939
6899.800000	1.134033
6914.000000	0.114014
6927.300000	-0.999939
6942.000000	1.090576
6954.200000	0.936523
6956.200000	0.053223
6968.700000	-0.999939
6982.600000	1.187012
6997.100000	0.052002
6999.800000	-0.828857
7000.200000	-0.999939
7010.200000	-0.999939
7024.400000	1.254883
7037.500000	0.289551
7038.200000	0.301025
7038.600000	0.253418
7050.900000	-0.999939
7063.800000	1.126953
7078.900000	0.156738
7079.400000	-0.019287
7079.800000	0.039062
7082.000000	-0.999939
7082.400000	0.853271
7092.000000	-0.999939
7105.300000	1.331055
7120.900000	-0.739990
7133.500000	-0.999939
7144.000000	1.158447
7159.200000	-0.203125
7161.700000	0.029541
7162.100000	-0.058838
7164.300000	-0.999939
7164.800000	1.471924
7165.200000	-0.999939
7174.300000	-0.999939
7189.900000	1.163574
7202.100000	0.218262
7214.400000	-0.999939
7231.700000	1.181641
7241.000000	0.023438
7245.900000	-0.999939
7254.300000	-0.999939
7268.500000	1.192627
7281.200000	0.825439
7281.600000	0.512451
7282.100000	-0.006836
7294.300000	-0.999939
7307.200000	1.156982
7320.100000	-0.052734
7321.400000	-0.138672
7334.800000	-0.999939
7348.300000	1.241699
7361.300000	0.674561
7361.700000	0.677490
7374.200000	-0.999939
7392.200000	1.224609
7405.100000	-0.832520
7406.000000	-0.999939
7414.600000	-0.999939
7427.800000	1.358887
7440.900000	0.957275
7441.300000	0.684570
7441.800000	0.403809
7442.200000	0.105957
7454.400000	-0.999939
7465.800000	1.183350
7481.500000	-0.115479
7486.000000	-0.999939
7494.900000	-0.999939
7510.500000	1.161377
7523.800000	-0.323975
7524.300000	-0.999939
7524.700000	-0.820068
7536.400000	-0.999939
7549.300000	1.109375
7564.200000	-0.095947
7564.600000	0.083740
7565.300000	-0.049072
7568.500000	-0.999939
7577.300000	-0.999939
7593.400000	1.183594
7605.700000	-0.277832
7618.100000	-0.999939
7630.500000	1.123535
7650.800000	-0.999939
7660.600000	-0.999939
7674.000000	1.185791
7690.000000	-0.999939
7700.900000	-0.999939
7712.600000	1.098877
7733.100000	-0.708740
7733.500000	-0.999939
7742.900000	-0.999939
7757.300000	1.222168
7770.900000	-0.541992
7782.700000	-0.999939
7800.200000	1.066650
7811.200000	-0.105225
7811.800000	-0.015625
7815.400000	-0.999939
7824.800000	-0.999939
7838.300000	1.236816
7853.700000	-0.207275
7854.100000	-0.999939
7854.500000	-0.999939
7866.100000	-0.999939
7884.200000	1.156982
7898.200000	-0.999939
7906.900000	-0.999939
7921.800000	1.209717
7935.100000	0.745361
7936.000000	-0.293701
7948.200000	-0.999939
7961.400000	1.256348
7975.900000	-0.127930
7977.000000	0.100830
7979.700000	-0.999939
7989.700000	-0.999939
8002.100000	1.254150
8017.400000	-0.999939
8029.000000	-0.999939
8043.200000	1.244385
8060.500000	-0.410645
8060.900000	0.328613
8061.400000	-0.999939
8071.800000	-0.999939
8085.800000	1.259521
8101.400000	-0.999939
8112.500000	-0.999939
8128.100000	1.087891
8146.700000	-0.999939
8147.900000	-0.999939
8155.000000	-0.999939
8168.800000	1.305420
8181.200000	1.100830
8182.800000	0.280029
8195.000000	-0.999939
8207.000000	1.248291
8223.000000	-0.222168
8225.200000	-0.988770
8225.900000	-0.999939
8235.000000	-0.999939
8248.500000	1.293945
8274.600000	-0.999939
8287.800000	1.228271
8299.100000	-0.030273
8301.100000	0.103760
8303.100000	0.131104
8305.300000	-0.999939
8314.600000	-0.999939
8327.300000	1.338867
8342.400000	-0.999939
8354.200000	-0.999939
8366.200000	1.207031
8384.600000	-0.999939
8393.800000	-0.999939
8406.400000	1.283447
8420.700000	-0.592529
8421.200000	-0.999939
8431.900000	-0.999939
8448.500000	1.380371
8453.600000	-0.173096
8457.400000	0.091309
8458.300000	0.046631
8461.700000	-0.999939
8470.600000	-0.999939
8481.900000	1.297119
8495.500000	0.321777
8495.900000	0.729736
8507.900000	-0.999939
8524.300000	1.377197
8531.200000	-0.551270
8534.600000	0.119629
8537.200000	-0.999939
8537.700000	-0.999939
8538.100000	-0.999939
8545.400000	-0.999939
8556.100000	1.353271
8568.400000	-0.091309
8571.100000	-0.864746
8571.500000	-0.999939
8581.300000	-0.999939
8598.900000	1.324463
8612.200000	-0.999939
8620.500000	-0.999939
8631.800000	1.341309
8656.900000	-0.999939
8673.400000	1.292969
8686.900000	-0.999939
8696.000000	-0.999939
8706.700000	1.441895
8721.800000	-0.999939
8733.100000	-0.999939
8750.700000	1.263916
8764.000000	-0.999939
8772.500000	-0.999939
8785.800000	1.333740
8799.100000	0.785400
8799.800000	-0.999939
8810.200000	-0.999939
8827.300000	1.210205
8842.000000	-0.999939
8842.400000	-0.999939
8842.900000	-0.999939
8843.300000	-0.999939
8850.200000	-0.999939
8863.000000	1.343018
8878.700000	-0.999939
8890.000000	-0.999939
8900.400000	1.176758
8917.500000	0.082275
8921.100000	-0.999939
8930.200000	-0.999939
8942.900000	1.230225
8958.400000	-0.252686
8958.900000	-0.999939
8959.300000	-0.999939
8970.300000	-0.999939
8986.200000	1.158203
8995.800000	0.001221
8996.400000	0.028320
8997.500000	-0.049561
8998.900000	0.110840
9001.100000	-0.999939
9001.500000	1.385010
9010.600000	-0.999939
9023.800000	1.215820
9050.900000	-0.999939
9065.300000	1.160400
9084.100000	-0.999939
9093.000000	-0.999939
9107.000000	1.119629
9120.500000	-0.323486
9121.000000	-0.999939
9121.400000	-0.999939
9132.800000	-0.999939
9146.700000	1.218994
9165.200000	-0.999939
9175.300000	-0.999939
9188.100000	1.251221
9201.600000	0.645752
9202.100000	-0.108154
9213.900000	-0.999939
9226.800000	1.146729
9241.600000	0.168457
9245.200000	-0.999939
9254.800000	-0.999939
9268.800000	1.293945
9282.800000	-0.410156
9283.700000	-0.999939
9294.800000	-0.999939
9309.000000	1.238037
9326.200000	-0.848145
9326.600000	-0.999939
9336.400000	-0.999939
9349.800000	1.256592
9364.600000	-0.999939
9365.300000	-0.726074
9376.900000	-0.999939
9390.400000	1.264648
9408.000000	-0.562500
9408.400000	-0.999939
9408.900000	-0.999939
9418.400000	-0.999939
9432.400000	1.185547
9448.400000	-0.690918
9460.600000	-0.999939
9474.300000	1.222168
